id,site_name,footer_text,hero_title,hero_subtitle,hero_tagline,hero_message_primary,hero_message_secondary,hero_cta_label,hero_cta_url,hero_pre_registration_text,description_paragraphs,register_heading,register_intro
1,"Glenview Ultimate","","The Fun Starts - Spring 2026","Introducing Glenview's very first Youth Ultimate Frisbee Club","5th-8th Grade. Boys & Girls.","Everyone is Welcome. Everyone Plays.","Come play with us. Join our team.","Register","/register","Pre-Registration is now open","[""Ultimate, also known as Ultimate Frisbee, is a non-contact team sport played with a flying disc (frisbee). It combines elements of soccer, basketball, and football, emphasizing sportsmanship and fair play through the \""Spirit of the Game\"" philosophy."",""The sport is played on a field similar to a football field, with end zones at each end. Teams score by catching the disc in the opposing team's end zone. Players cannot run with the disc and must pass it to teammates to advance down the field.""]","Registration","Tell us about your family. You can add up to three kids."
